,listing_url,last_scraped,source,name,description,neighborhood_overview,picture_url,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,bathrooms_text,amenities,calendar_updated,has_availability,calendar_last_scraped,first_review,last_review,license,instant_bookable,id,scrape_id,host_id,host_listings_count,host_total_listings_count,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_30,availability_60,availability_90,availability_365,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,accommodates,bathrooms,bedrooms,beds,latitude,longitude,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,estimated_occupancy_l365d,estimated_revenue_l365d
132,https://www.airbnb.com/rooms/9300963,2025-06-27,city scrape,"Best of Cambridge! Harvard, Porter, Davis Squares","Comfort and Location! This charming Cambridge apartment is on the first floor of our 2-family home on quiet, pretty Hollis Street, steps from Davis Square (Somerville) and Porter Square (Cambridge),  including Harvard Sq. which is 1.5 miles away. You won't need a car - we are next to public transportation to Boston, its colleges and medical centers,  and all surrounding communities.  Save significant money if you rent more than 31 days because there will be no state or local taxes.","This is a safe neighborhood with a lot of open space. Besides our yard, which is considered large by city standards,  there is a school with public playing fields, two playgrounds, and public tennis courts at the end of the street on Rindge Avenue.  Right around the corner, on Sherman Street, there is a giant public park - Danehy Park - with playgrounds and playing fields, trails for walking and jogging, and in the winter, a giant hill for sledding. <br /><br />The location gets even more perfect....You can get easily anywhere and everywhere from Hollis Street without a car. Walk, bike, or take public transportation. You will be close to the major universities, museums, medical centers, and other attractions of the Boston- Cambridge area. Hip Davis Square (Somerville) is just short five -minute walk, with its historic movie theater and great restaurants.  There are many other restaurants right around the corner on Massachusetts Avenue, like Urban Kitchen (American), Café Barada (Middle",https://a0.muscache.com/pictures/5bd79c47-bab5-40d8-8597-65f67a2d380e.jpg,https://www.airbnb.com/users/show/21103602,Mary Ann,2014-09-08,"Cambridge, MA","I'm a college professor, with a husband and 3 grown kids and Cambridge is our home. We have a two family house in North Cambridge that was built in 1926. My husband, Gerry, and I live in the upstairs apartment and our first floor apartment is available for short and long-term guests. 

We also have a 3 bedroom cottage a few steps from Nantucket Sound in Harwich Port Cape Cod.  Sometimes we rent our cottage to guests in the summer months.",within an hour,100%,75%,t,https://a0.muscache.com/im/pictures/user/User-21103602/original/23335b79-aad0-4438-a118-1d324306f1ed.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-21103602/original/23335b79-aad0-4438-a118-1d324306f1ed.jpeg?aki_policy=profile_x_medium,Cambridge,"['email', 'phone', 'work_email']",t,f,Neighborhood highlights,North Cambridge,,Entire rental unit,Entire home/apt,1 bath,"[""Baking sheet"", ""Heating"", ""Luggage dropoff allowed"", ""Coffee maker"", ""AC - split type ductless system"", ""Dishwasher"", ""Wine glasses"", ""Host greets you"", ""Coffee"", ""Iron"", ""Washer"", ""Portable fans"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib"", ""Blender"", ""Shared patio or balcony"", ""Free street parking"", ""BBQ grill"", ""Shampoo"", ""Oven"", ""Private entrance"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Shared backyard \u2013 Not fully fenced"", ""Hot water"", ""Microwave"", ""Freezer"", ""Outdoor dining area"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Window AC unit"", ""Toaster"", ""Stove"", ""Dryer"", ""TV with standard cable"", ""Barbecue utensils"", ""Outdoor furniture"", ""Single level home"", ""Bed linens"", ""Dedicated workspace"", ""Dining table"", ""Carbon monoxide alarm"", ""Kitchen"", ""Indoor fireplace"", ""Wifi""]",,t,2025-06-27,2015-12-21,2025-01-02,STR-11943,f,9300963,20250625193454,21103602,2.0,4.0,74.0,1.0,0.0,0,2,2,87,4.99,5.0,4.95,4.99,5.0,4.96,4.95,2,2,0.0,0.0,0.64,4.0,1.0,2.0,3.0,42.39478,-71.12946,180.0,5.0,365.0,4.0,28.0,365.0,365.0,9.5,365.0,10,1800.0
133,https://www.airbnb.com/rooms/9371115,2025-06-27,city scrape,ENJOY CAMBRIDGE THIS SUMMER AND BEYOND. SLEEPS 8+,Your home away from home is steps to Harvard Square and has plenty of room for your whole family to spread out! You will be renting a large multi-level townhome with 3 bedrooms PLUS a sleeping loft PLUS a separate studio. It's conveniently located 1 block from Harvard University's campus and a 12-minute walk to the Harvard Sq T.,"We are on a quiet tree lined street steps away from the main Harvard campus and about a 10 minute walk to the train stop in Harvard Square. We are also close to grocery stores, parks, the library and a number of other amenities to make you feel at home.",https://a0.muscache.com/pictures/f1de9184-7f3d-4579-a2dd-7f4e30a66244.jpg,https://www.airbnb.com/users/show/42617851,Shahzad,2015-08-26,"Seattle, WA","My family and I are excited to share our family home with you. Work has relocated us, so, instead of renting our home to a regular tenant we want to share it's unique character, architecture and warmth with the Airbnb world. ",,,,f,https://a0.muscache.com/im/pictures/user/a6c9869c-70ca-4f5f-830f-9e47b41b43f7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a6c9869c-70ca-4f5f-830f-9e47b41b43f7.jpg?aki_policy=profile_x_medium,Cambridge,"['email', 'phone']",t,t,Neighborhood highlights,Agassiz,,Entire home,Entire home/apt,3 baths,"[""Smoke alarm"", ""Essentials"", ""Heating"", ""Hair dryer"", ""Fire extinguisher"", ""Free parking on premises"", ""Smart lock"", ""Self check-in"", ""First aid kit"", ""Shampoo"", ""Private entrance"", ""Hangers"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Iron"", ""Wifi""]",,t,2025-06-27,2016-05-06,2017-05-21,,f,9371115,20250625193454,42617851,2.0,2.0,2.0,0.0,0.0,23,53,83,173,4.5,5.0,4.5,5.0,4.5,5.0,4.0,1,1,0.0,0.0,0.02,9.0,3.0,4.0,1.7,42.3783,-71.11025,475.0,91.0,559.2,91.0,91.0,633.6,673.5,91.0,656.7,0,0.0
134,https://www.airbnb.com/rooms/9729190,2025-06-26,city scrape,"A Room at the Top-sep. entrance, private bath","The beauty of the outdoors meets the comfort of the indoors--windows all across the front, skylights in the cathedral ceiling, and French doors to a private balcony in the trees. Free internet, small fridge, coffee pot, separate entrance, parking.","The house is in a beautiful, historic conservation district with many beautiful gardens and well maintained homes from the 1800's. Restaurants, shops, transportation and parks are within a few minutes' walking distance. On-street parking is usually very easy and free with the use of a Visitor's Parking Permit, which we can lend to guests.",https://a0.muscache.com/pictures/pro_photo_tool/Hosting-9729190-unapproved/original/2a86205d-3db2-4806-a3de-12de726660f5.JPEG,https://www.airbnb.com/users/show/2158200,Joan,2012-04-17,,,within a few hours,100%,97%,t,https://a0.muscache.com/im/pictures/user/15b47c7b-20bb-4ec7-a6c8-b204c24b0f72.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/15b47c7b-20bb-4ec7-a6c8-b204c24b0f72.jpg?aki_policy=profile_x_medium,Cambridge,"['email', 'phone']",t,f,Neighborhood highlights,Neighborhood Nine,,Private room in bed and breakfast,Private room,1 private bath,"[""Heating"", ""Coffee maker"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Free street parking"", ""Private entrance"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Patio or balcony"", ""Hangers"", ""Free parking on premises"", ""Lock on bedroom door"", ""TV with standard cable"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Breakfast"", ""Wifi""]",,t,2025-06-26,2016-07-14,2025-06-14,C0095080491,f,9729190,20250625193454,2158200,1.0,2.0,192.0,31.0,3.0,8,11,25,141,4.83,4.92,4.67,4.94,4.91,4.95,4.83,1,0,1.0,0.0,1.76,2.0,1.0,1.0,1.0,42.38383,-71.12516,108.0,5.0,1125.0,5.0,5.0,1125.0,1125.0,5.0,1125.0,255,27540.0
135,https://www.airbnb.com/rooms/9790965,2025-06-26,city scrape,Cambridge Bed and Bath,"Lovely bedroom and full private bath in my home on quiet residential street, cozy, private, lots of natural light, or block the light with shades. Super comfortable bed.  You may use the kitchen and dining area.  Shops and restaurants nearby. 5 to 10-minute walk to Porter Square subway station, 20-minute walk or 5-minute subway ride to Harvard Square.  Bluebikes bike share station 1-minute walk away. <br /><br />I ask that guests be fully vaccinated against COVID.  Thank you.","My neighborhood is quiet and safe, and also close to all kinds of stores and restaurants, and the subway.  It's a 5-10 minute walk to Porter Square and a 20 minute walk to Harvard Square.  A Bluebikes bike share station is a 1-minute walk away; you can unlock a bike and return it to the same station or any other station in the system.",https://a0.muscache.com/pictures/airflow/Hosting-9790965/original/e617df7d-fc4b-4e8c-abb2-727c8d1cb606.jpg,https://www.airbnb.com/users/show/50462187,Amy,2015-12-03,"Cambridge, MA",,within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/User-50462187/original/bfe87529-2f35-4ca7-9d36-b0521e35bce4.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-50462187/original/bfe87529-2f35-4ca7-9d36-b0521e35bce4.jpeg?aki_policy=profile_x_medium,Cambridge,"['email', 'phone']",t,t,Neighborhood highlights,Neighborhood Nine,,Private room in home,Private room,1 private bath,"[""Baking sheet"", ""Heating"", ""Books and reading material"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Conditioner"", ""HDTV with Amazon Prime Video, Netflix"", ""Dishwasher"", ""Wine glasses"", ""Host greets you"", ""First aid kit"", ""Coffee"", ""Iron"", ""Clothing storage: closet"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Blender"", ""Free street parking"", ""Shampoo"", ""Board games"", ""Oven"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Coffee maker: pour-over coffee"", ""Hot water"", ""Microwave"", ""Freezer"", ""Outdoor dining area"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Lock on bedroom door"", ""Stove"", ""Outdoor furniture"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Long term stays allowed"", ""Private patio or balcony"", ""Wifi""]",,t,2025-06-26,2016-03-17,2025-06-20,C0118470491,f,9790965,20250625193454,50462187,1.0,2.0,374.0,60.0,5.0,3,5,16,232,4.93,4.94,4.96,4.95,4.97,4.86,4.87,1,0,1.0,0.0,3.31,2.0,1.0,1.0,1.0,42.38833229906466,-71.12874932865073,98.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,255,24990.0
136,https://www.airbnb.com/rooms/9832821,2025-06-27,previous scrape,"Sunny, spacious 2BR w/roof deck near Harvard and T","Steps away from public transport (subway, bus, bikes) in a lovely historic neighborhood!  Our guest suite is on the 3rd floor of our elegant home in Porter Square.  You’ll have the entire floor: 2 bedrooms, private bath and private roof deck; we will share the entrance and stairway.  We are surrounded by restaurants and shopping, and, as natives, have lots of tips!  Microwave, fridge and coffee/tea in the suite.  We speak German, French and some Arabic.","Lively, very safe neighborhood full of restaurants, shops, galleries and playgrounds.  Harvard Yard and the Harvard museums and arts venues are nearby, as are Lesley , MIT and Tufts.  Nearby Davis Square is a delight!<br />There are so many colleges in walking, bus and subway range that we are a popular two-bedroom choice for families' college visiting and graduations, for visiting academics and artists, and of course we love to welcome tourists to our beautiful native city!",https://a0.muscache.com/pictures/3f1d90c7-7545-40a2-9e50-3da147119c2d.jpg,https://www.airbnb.com/users/show/50639730,,,,,,,,t,,,,,,,Neighborhood highlights,Agassiz,,Private room in home,Private room,1 private bath,"[""Central air conditioning"", ""Heating"", ""Books and reading material"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Conditioner"", ""Laundromat nearby"", ""Window guards"", ""First aid kit"", ""Coffee"", ""Iron"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Pack \u2019n play/Travel crib"", ""Free street parking"", ""Self check-in"", ""Shampoo"", ""Children\u2019s books and toys"", ""Baby safety gates"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Drying rack for clothing"", ""Microwave"", ""Clothing storage: closet and dresser"", ""Exterior security cameras on property"", ""Outdoor dining area"", ""Hangers"", ""Lockbox"", ""Free washer \u2013 In building"", ""Mini fridge"", ""Hot water kettle"", ""Bathtub"", ""Outdoor furniture"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Carbon monoxide alarm"", ""Free dryer \u2013 In building"", ""Private patio or balcony"", ""Wifi""]",,t,2025-06-27,2018-05-12,2025-06-14,13693,f,9832821,20250625193454,50639730,684.3,837.6,124.0,9.0,3.0,5,7,7,7,4.96,4.97,4.97,4.98,4.98,4.98,4.87,1,0,1.0,0.0,1.43,4.0,1.3,2.0,1.7,42.38555,-71.1177,220.9,3.0,10.0,3.0,3.0,10.0,10.0,3.0,10.0,54,17531.2
137,https://www.airbnb.com/rooms/9938323,2025-06-27,previous scrape,One Bedroom Between Harvard & MIT (1562),"Comfortably furnished private room with private en-suite bathroom. Perfect for professionals. Close to MIT, Harvard, and 10 minutes from downtown Boston by train. Secure building with live-in property manager. Minimum Age 30.",,https://a0.muscache.com/pictures/86bfaf5e-b189-4faf-8059-a32fbd71f785.jpg,https://www.airbnb.com/users/show/51079261,Riverside,2015-12-11,"Cambridge, MA","Temporary Housing available for College Students or Visiting Boston for Business or Pleasure. We have multiple locations throughout Cambridge/Boston. Weekly and monthly discounts for extended stay. 
2222 Mass Ave, Cambridge (a few blocks from Porter Square)
5 Lee Street, Cambridge (in the heart of Harvard Square)
11 - 15 Green Street, Cambridge ( 2 blocks from MIT and Central Square)
508 Beacon Street, Boston (across the bridge from MIT)",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/d3552d0b-16a3-4bc6-aae8-9bff98768350.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d3552d0b-16a3-4bc6-aae8-9bff98768350.jpg?aki_policy=profile_x_medium,Cambridge,['phone'],t,t,,The Port,,Private room in rental unit,Private room,1 private bath,"[""Heating"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Host greets you"", ""Iron"", ""Refrigerator"", ""Hair dryer"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Hangers"", ""Lock on bedroom door"", ""Bed linens"", ""Paid parking off premises"", ""Air conditioning"", ""Carbon monoxide alarm"", ""TV"", ""Wifi""]",,t,2025-06-27,2016-03-17,2019-05-23,10794,f,9938323,20250625193454,51079261,58.0,61.0,23.0,0.0,0.0,0,0,0,0,4.78,4.83,4.78,4.83,4.87,4.96,4.7,23,0,23.0,0.0,0.2,1.0,1.3,1.5,1.7,42.36243,-71.09813,220.9,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,17531.2
138,https://www.airbnb.com/rooms/9940720,2025-06-27,previous scrape,One Bedroom Short Walk to Harvard (RM 10),Comfortably furnished single room with en-suite bathroom. Perfect for professionals. Twelve minute walk from Harvard Square. Secure building with live-in property manager. Minimum age 30.,,https://a0.muscache.com/pictures/5c71179a-9d37-4227-901a-7204605fee68.jpg,https://www.airbnb.com/users/show/51079261,Riverside,2015-12-11,"Cambridge, MA","Temporary Housing available for College Students or Visiting Boston for Business or Pleasure. We have multiple locations throughout Cambridge/Boston. Weekly and monthly discounts for extended stay. 
2222 Mass Ave, Cambridge (a few blocks from Porter Square)
5 Lee Street, Cambridge (in the heart of Harvard Square)
11 - 15 Green Street, Cambridge ( 2 blocks from MIT and Central Square)
508 Beacon Street, Boston (across the bridge from MIT)",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/d3552d0b-16a3-4bc6-aae8-9bff98768350.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d3552d0b-16a3-4bc6-aae8-9bff98768350.jpg?aki_policy=profile_x_medium,Cambridge,['phone'],t,t,,Mid-Cambridge,,Private room in rental unit,Private room,1 private bath,"[""Heating"", ""Coffee maker"", ""Host greets you"", ""Iron"", ""Washer"", ""Refrigerator"", ""Hair dryer"", ""Fire extinguisher"", ""Shampoo"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Hangers"", ""Free parking on premises"", ""Dryer"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""TV"", ""Wifi""]",,t,2025-06-27,2016-03-22,2019-11-12,10863,f,9940720,20250625193454,51079261,58.0,61.0,13.0,0.0,0.0,0,0,0,0,4.77,4.77,4.46,5.0,5.0,4.85,4.54,23,0,23.0,0.0,0.12,2.0,1.3,1.0,1.7,42.36855,-71.10837,220.9,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,17531.2
139,https://www.airbnb.com/rooms/9975650,2025-06-27,previous scrape,"Spacious 1 BR, 1.5 bath. Central Sq","Perfectly situated apartment in the heart of Cambridge, in Central Sq. Spacious 1 bedroom, 1.5 bathroom, kitchen, and large balcony with lots of light and views of Harvard. Located on the upper floor of a high rise building.","Located in the heart of Central Square, right on Massachusetts Ave. between Harvard and MIT. Walking distance from Harvard, MIT. A few blocks away from grocery stores (Whole Foods, H-Mart, Trader Joe’s a little further but walkable), as well as dozens of restaurants, bars, coffee shops, yoga studios, Harvard and MIT museums, etc. Beautiful view of Harvard University skyline. About a half-mile walk to the Charles River, where you can enjoy a nice walk or jog.",https://a0.muscache.com/pictures/73e725d9-f949-4416-94af-f6e5e786179f.jpg,https://www.airbnb.com/users/show/6357472,Leila,2013-05-12,"Boston, MA","I am a research biologist. I love introducing people to this city, as well as exploring other places. ",within a day,100%,50%,t,https://a0.muscache.com/im/users/6357472/profile_pic/1369068269/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/6357472/profile_pic/1369068269/original.jpg?aki_policy=profile_x_medium,Cambridge,"['email', 'phone']",t,t,Neighborhood highlights,Riverside,,Entire rental unit,Entire home/apt,1.5 baths,"[""Heating"", ""Coffee maker"", ""Dishwasher"", ""Coffee"", ""Iron"", ""Washer"", ""Elevator"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Self check-in"", ""Private entrance"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Drying rack for clothing"", ""Microwave"", ""Clothing storage: closet and dresser"", ""Freezer"", ""Patio or balcony"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Bathtub"", ""Dryer"", ""Bed linens"", ""Dining table"", ""Air conditioning"", ""Kitchen"", ""Keypad"", ""TV"", ""Wifi""]",,t,2025-06-27,2016-02-11,2025-05-03,,f,9975650,20250625193454,6357472,1.0,1.0,104.0,3.0,0.0,0,3,22,22,4.9,4.91,4.81,4.97,4.97,4.94,4.78,1,1,0.0,0.0,0.91,2.0,1.3,1.0,1.7,42.36665,-71.10795,220.9,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,186,17531.2
140,https://www.airbnb.com/rooms/10066136,2025-06-27,previous scrape,Spacious Kendall Square 1BR | Kitchen+W/D| by GLS,"Design & sophistication in Kendall Square. Near MIT, innovative restaurants with all types of cuisine, shopping centers, and the proximity to the Kendall/MIT metro make this apartment your perfect HQ to explore Cambridge and Boston. Enjoy the panoramic views from your home, its spacious floor plan, the designer kitchen, and oversized windows and closets. This community near the Charles River offers a modern fitness center, concierge services, a Zen garden, a lush clubhouse, and a sundeck.","Live in the most exciting and vibrant neighborhood of Massachusetts. Kendall Square is a brimming area with cutting edge technology, science, design, innovation, creative restaurants, and fist-class shopping and is only a couple of metro stations away from downtown Boston. Take a few steps down the street and wander around the renowned Massachusetts Institute of Technology campus. Continue the knowledge tour at the Harvard University campus, where you’ll find peace and relax in its beautiful gardens and historic buildings. Unwind at the Charles River banks and enjoy the fantastic Boston views, where many trails and bike paths offer a haven to enjoy nature and a healthy lifestyle. Just across the Charles River you will be in downtown Boston surrounded by its gorgeous Revolution-era architecture and historic landmarks. The apartment is located in a modern high-rise boasting spectacular views and world-class resident amenities including a fitness center, a Zen garden, a clubhouse, and ful",https://a0.muscache.com/pictures/prohost-api/Hosting-10066136/original/b1c21394-5ef8-44c8-94a9-beb1f7ecac64.jpeg,https://www.airbnb.com/users/show/30283594,,,,,,,,f,,,,,,,Neighborhood highlights,East Cambridge,,Entire serviced apartment,Entire home/apt,1 bath,"[""Baking sheet"", ""Heating"", ""Coffee maker"", ""Conditioner"", ""Dishwasher"", ""Wine glasses"", ""Window guards"", ""Coffee"", ""Iron"", ""Washer"", ""Clothing storage"", ""Elevator"", ""Ethernet connection"", ""Refrigerator"", ""Exercise equipment"", ""Dishes and silverware"", ""Hair dryer"", ""Pets allowed"", ""Blender"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Freezer"", ""Hangers"", ""Crib - available upon request"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Bathtub"", ""Dryer"", ""Stove"", ""Paid parking garage on premises"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Building staff"", ""Paid parking off premises"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Long term stays allowed"", ""TV"", ""Wifi""]",,t,2025-06-27,2016-09-24,2021-01-16,C0281180491,t,10066136,20250625193454,30283594,684.3,837.6,4.0,0.0,0.0,7,37,67,341,4.75,5.0,4.75,5.0,5.0,5.0,4.5,6,6,0.0,0.0,0.04,3.0,1.3,1.0,1.7,42.363747,-71.083374,220.9,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,0,17531.2
141,https://www.airbnb.com/rooms/10066362,2025-06-27,previous scrape,Clean+Furnished 1BR | Work Desk | Kendall Square,"Design & sophistication in Kendall Square. Near MIT, innovative restaurants with all types of cuisine, shopping centers, and the proximity to the Kendall/MIT metro make this apartment your perfect HQ to explore Cambridge and Boston. Enjoy the panoramic views from your home, its spacious floor plan, the designer kitchen, and oversized windows and closets. This community near the Charles River offers a modern fitness center, concierge services, a Zen garden, a lush clubhouse, and a sundeck.","Live in the most exciting and vibrant neighborhood of Massachusetts. Kendall Square is a brimming area with cutting edge technology, science, design, innovation, creative restaurants, and fist-class shopping and is only a couple of metro stations away from downtown Boston. Take a few steps down the street and wander around the renowned Massachusetts Institute of Technology campus. Continue the knowledge tour at the Harvard University campus, where you’ll find peace and relax in its beautiful gardens and historic buildings. Unwind at the Charles River banks and enjoy the fantastic Boston views, where many trails and bike paths offer a haven to enjoy nature and a healthy lifestyle. Just across the Charles River you will be in downtown Boston surrounded by its gorgeous Revolution-era architecture and historic landmarks. The apartment is located in a modern high-rise boasting spectacular views and world-class resident amenities including a fitness center, a Zen garden, a clubhouse, and ful",https://a0.muscache.com/pictures/prohost-api/Hosting-10066362/original/d12c17f5-1ba2-4250-b84d-55ea04bb9185.jpeg,https://www.airbnb.com/users/show/30283594,,,,,,,,f,,,,,,,Neighborhood highlights,East Cambridge,,Entire serviced apartment,Entire home/apt,1 bath,"[""Baking sheet"", ""Central air conditioning"", ""Heating"", ""Coffee maker"", ""Conditioner"", ""Dishwasher"", ""Wine glasses"", ""Window guards"", ""Coffee"", ""Iron"", ""Clothing storage"", ""Elevator"", ""Ethernet connection"", ""Refrigerator"", ""Exercise equipment"", ""Dishes and silverware"", ""Hair dryer"", ""Pets allowed"", ""Blender"", ""Stainless steel oven"", ""Self check-in"", ""Shampoo"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Washer \u2013\u00a0In unit"", ""Freezer"", ""Hangers"", ""Crib - available upon request"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Bathtub"", ""Paid parking garage on premises"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Building staff"", ""Paid parking off premises"", ""Stainless steel stove"", ""Carbon monoxide alarm"", ""Kitchen"", ""Dryer \u2013\u00a0In unit"", ""Long term stays allowed"", ""TV"", ""Wifi""]",,t,2025-06-27,2016-08-13,2017-11-17,C0281180491,t,10066362,20250625193454,30283594,684.3,837.6,3.0,0.0,0.0,0,0,0,26,5.0,5.0,5.0,5.0,5.0,5.0,4.0,6,6,0.0,0.0,0.03,3.0,1.3,1.0,1.7,42.363747,-71.083374,220.9,31.0,1125.0,31.0,31.0,1125.0,1125.0,31.0,1125.0,0,17531.2
